Bench,Mode,Frequency,Prefetch,Wait states,Energy,Duration,Energy (IT adjusted),Duration (IT adjusted),HW Cycles (IT adjusted),Avg power,Avg current,Avg voltage,Benchmark,Executed insns (no MULS),MULS insns,Taken branches,RAM data reads,RAM insn reads,RAM writes,Flash data reads,Flash insn reads,Flash writes,BL insns,BL word-aligned,PUSH/POP PC/LR
aha-compress,0,24000000,0,1,0.109339,5.56143,0.10007,5.56143,1.33474e+08,0.0179936,0.00590675,2.96425,aha-compress,64561161,0,9052161,1646592,0,1650688,958465,36372484,0,303105,147456,299008
aha-mont64,0,24000000,0,1,0.129398,6.42254,0.11969,6.42254,154140960,0.018636,0.00612347,2.96709,aha-mont64,77611017,1081344,4521985,13213696,0,6447104,49153,42037252,0,270337,151552,266240
bs,0,24000000,0,1,0.000706537,0.03218,0.000568874,0.03218,772320,0.017676,0.0058112,2.96626,bs,274441,0,69633,49152,0,32768,4097,188420,0,12289,4096,8192
bubblesort,0,24000000,0,1,0.4784,23.81299,0.457944,23.81299,571511760,0.0192308,0.00632007,2.96764,bubblesort,274706441,0,22339585,41398272,0,40996864,12289,148529156,0,12289,4096,8192
cnt,0,24000000,0,1,0.0605535,3.08425,0.0547278,3.08425,74022000,0.0177443,0.00582778,2.96569,cnt,31150089,409600,5763073,1699840,0,1724416,847873,19755012,0,843777,8192,430080
compress,0,24000000,0,1,0.0383271,1.86212,0.0342047,1.86212,44690880,0.0183687,0.00603261,2.96555,compress,17022985,0,1925121,2707456,0,3993600,2740225,9568260,0,221185,8192,217088
cover,0,24000000,0,1,0.0250391,1.24759,0.0220845,1.24759,29942160,0.0177017,0.00581337,2.96543,cover,12587017,0,2117633,729088,0,733184,688129,7708676,0,708609,499712,12288
crc,0,24000000,0,1,0.0147352,0.72492,0.0128246,0.72492,17398080,0.017691,0.00581055,2.96569,crc,6705164,0,1400322,1105920,0,94721,370177,4568583,0,16641,4352,12288
crc32,0,24000000,0,1,0.551869,27.91816,0.529814,27.91816,670035840,0.0189774,0.00623542,2.96699,crc32,264314889,25165824,25190401,50356224,0,46166016,20971521,151056388,0,8400897,8392704,8396800
ctl-stack,0,24000000,0,1,0.12669,6.53186,0.116739,6.53186,156764640,0.0178722,0.0058694,2.96553,ctl-stack,55898254,1228800,11194391,17035286,0,10813462,921608,35246161,0,1802245,499716,913410
ctl-string,0,24000000,0,1,0.150735,7.83895,0.13951,7.83895,188134800,0.0177971,0.00584449,2.96541,ctl-string,70168546,0,11198463,14180364,0,6053908,10334217,42029041,0,2818053,1425412,385026
ctl-vector,0,24000000,0,1,0.112912,5.74144,0.103866,5.74144,137794560,0.0180905,0.00594235,2.96616,ctl-vector,47399059,1212416,9494551,15433750,0,12283926,946185,29917267,0,1613829,503812,929794
cubic,0,24000000,0,1,4.92411,271.97363,5.00885,271.97363,6527367120,0.0184167,0.00604445,2.9637,cubic,3295559689,89096192,262852609,169639936,0,168751104,85213185,1831186436,0,23031809,12754944,13832192
dijkstra,0,24000000,0,1,7.48563,430.30556,7.72457,430.30556,10327333440,0.0179514,0.00588457,2.9601,dijkstra,4006031341,70041600,462565375,912265228,0,521306132,525996040,2315775991,0,77832197,41660420,42438658
dtoa,0,24000000,0,1,0.0985945,4.77757,0.0890153,4.77757,114661680,0.0186319,0.00610654,2.95954,dtoa,52560520,1388556,5423162,5984362,0,5574782,1245213,29913464,0,675849,262147,479240
duff,0,24000000,0,1,0.00654143,0.29220,0.00541631,0.29220,7012800,0.0185363,0.00607501,2.95893,duff,3006473,0,471041,200704,0,614400,20481,1736708,0,16385,8192,8192
edn,0,24000000,0,1,0.366733,17.85301,0.344922,17.85301,428472240,0.0193201,0.00633242,2.9597,edn,175439881,27643904,17166337,53100544,0,10113024,864257,109809668,0,49153,20480,40960
expint,0,24000000,0,1,0.0643463,3.15907,0.0572103,3.15907,75817680,0.0181098,0.0059338,2.95872,expint,33714185,417792,6336513,1069056,0,262144,20481,21463044,0,831489,0,8192
fac,0,24000000,0,1,0.00439859,0.19564,0.00360269,0.19564,4695360,0.0184146,0.00603578,2.95929,fac,1646601,225280,471041,114688,0,73728,1,1183748,0,53249,45056,4096
fasta,0,24000000,0,1,24.2573,1468.47191,25.6968,1468.47191,35243325840,0.017499,0.00574853,2.96641,fasta,17297687649,32768000,2166153381,590458646,0,590462976,262161064,9595008605,0,163946263,98307862,98402304
fdct,0,24000000,0,1,0.0162364,0.70895,0.0141474,0.70895,17014800,0.0199555,0.00655332,2.96528,fdct,7254025,802816,90113,1961984,0,1216512,724993,4087812,0,12289,0,8192
fibcall,0,24000000,0,1,0.00231649,0.10933,0.00190266,0.10933,2623920,0.0174024,0.00571452,2.96394,fibcall,1130505,0,266241,16384,0,20480,1,655364,0,12289,0,8192
fir,0,24000000,0,1,2.47173,136.17349,2.46621,136.17349,3.26816e+09,0.0181108,0.00594603,2.96468,fir,1273987081,99098624,227274753,14372864,0,5787648,198217729,801001476,0,2879489,2867200,8192
frac,0,24000000,0,1,1.4195,77.85675,1.39552,77.85675,1.86856e+09,0.0179242,0.00588652,2.96556,frac,918777865,26689536,78462977,57311232,0,55025664,26746881,516280324,0,9691137,4030464,5738496
insertsort,0,24000000,0,1,0.00438649,0.20857,0.00368271,0.20857,5005680,0.0176572,0.00579897,2.96486,insertsort,2023433,0,274433,454656,0,430080,8193,1265668,0,8193,0,4096
janne_complex,0,24000000,0,1,0.00226836,0.10744,0.00187035,0.10744,2578560,0.0174083,0.00571825,2.96485,janne_complex,913417,16384,315393,16384,0,20480,16385,634884,0,12289,0,4096
jfdctint,0,24000000,0,1,0.0436408,2.08365,0.0391491,2.08365,50007600,0.0187887,0.0061718,2.96615,jfdctint,23126025,1048576,2387969,1298432,0,1400832,1032193,14008324,0,274433,0,12288
lcdnum,0,24000000,0,1,0.001281,0.06044,0.0010403,0.06044,1450560,0.0172111,0.00565627,2.96492,lcdnum,528393,0,139265,65536,0,49152,8193,352260,0,28673,20480,4096
levenshtein,0,24000000,0,1,0.513997,27.59411,0.491853,27.59411,662258640,0.0178246,0.00585415,2.96574,levenshtein,252755977,10473472,42688513,65564672,0,18358272,11276289,165433348,0,8753153,307200,311296
ludcmp,0,24000000,0,1,0.222798,11.74845,0.208436,11.74845,281962800,0.0177416,0.00582656,2.96556,ludcmp,134098953,1810432,14602241,12636160,0,10211328,1400833,75034628,0,1441793,978944,1220608
matmult-float,0,24000000,0,1,1.85091,103.18300,1.83261,103.18300,2476392000,0.0177607,0.00583285,2.96557,matmult-float,1187909641,15319040,126152705,105320448,0,90230784,12967937,657477636,0,12259329,10608640,10665984
matmult-int,0,24000000,0,1,1.03182,53.83727,1.00602,53.83727,1292094480,0.0186863,0.00613768,2.96597,matmult-int,532971529,36044800,68788225,142606336,0,47673344,6586369,311300100,0,6574081,1642496,3293184
mergesort,0,24000000,0,1,5.32687,299.14117,5.42667,299.14117,7179388080,0.0181408,0.00595684,2.96515,mergesort,3368980627,51609600,382791703,379736086,0,208285718,66043913,1865756755,0,36052997,23797764,16490498
minver,0,24000000,0,1,0.108884,5.75080,0.100232,5.75080,138019200,0.0174293,0.00572665,2.96692,minver,63896409,434159,8003052,6463580,0,5292074,669700,36026331,0,669694,225270,655350
nbody,0,24000000,0,1,29.3014,1707.00841,31.2256,1707.00841,40968201840,0.0182926,0.006008,2.96581,nbody,20852818620,476856236,1672875718,1104797638,0,1014243288,427855849,11588982952,0,119066601,69722097,82522112
ndes,0,24000000,0,1,0.378931,19.74138,0.35925,19.74138,473793120,0.0181978,0.00597499,2.96487,ndes,212787402,1179648,17350689,29978624,0,17199137,22016002,117424230,0,4042753,135168,139264
nettle-arcfour,0,24000000,0,1,0.142801,7.58180,0.131961,7.58180,181963200,0.017405,0.00571562,2.96536,nettle-arcfour,74723337,0,13012993,9281536,0,7032832,2179073,47927300,0,2121729,12288,20480
nettle-cast128,0,24000000,0,1,0.0326677,1.53234,0.0290089,1.53234,36776160,0.0189312,0.00621691,2.96531,nettle-cast128,16830473,0,135169,2371584,0,1114112,3817473,8482820,0,20481,4096,20480
nettle-des,0,24000000,0,1,0.030584,1.48640,0.027068,1.48640,35673600,0.0182105,0.00597911,2.96481,nettle-des,19431433,0,118785,1122304,0,380928,2322433,9777156,0,32769,16384,28672
nettle-md5,0,24000000,0,1,0.0080887,0.35518,0.00691878,0.35518,8524320,0.0194798,0.00639763,2.96536,nettle-md5,4575241,0,94209,634880,0,188416,270337,2314244,0,12289,0,8192
nettle-sha256,0,24000000,0,1,0.0699655,3.22898,0.0634872,3.22898,77495520,0.0196617,0.00645764,2.96575,nettle-sha256,41385993,0,499713,10117120,0,2260992,618497,21078020,0,81921,28672,65536
newlib-exp,0,24000000,0,1,0.0923215,4.71261,0.0843303,4.71261,113102640,0.0178946,0.00587656,2.96542,newlib-exp,54738953,770048,5505025,4247552,0,4251648,802817,30396420,0,573441,339968,495616
newlib-log,0,24000000,0,1,0.0699007,3.53452,0.063221,3.53452,84828480,0.0178867,0.00587211,2.96446,newlib-log,40787977,655360,4169729,3264512,0,3219456,667649,22618116,0,458753,237568,401408
